"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","일반유원시설업","03_07_09_P","5600000","CDFI5271002004000001","20040430","","02","휴업","02","휴업","","20061016","20080427","","","","487892","경기도 포천시 영북면 산정리 186-5번지","","","산정놀이동산","20070528131019","I","2018-08-31 23:59:59.0","","228458.882869543","507161.313200826","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"12","일반유원시설업","03_07_09_P","4170000","CDFI5271002011000001","20110124","","02","휴업","02","휴업","","20210304","","","031-775-9911","","476842","경기도 양평군 용문면 삼성리 산 49-2","경기도 양평군 용문면 용문로 277","","(주) 양평 레일바이크","20210308092321","U","2021-03-10 02:40:00.0","","251773.181057619","442102.613659657","허가유원시설업","","자연녹지지역","1","기타","","","기타","1","","","","","","","","","","","","","","1종 50대(레일바이크)","","Y","","Y","Y","","","","","","","",
"13","일반유원시설업","03_07_09_P","5090000","CDFI5271002012000001","20120622","","02","휴업","02","휴업","","20220901","20230620","","054-604-1700","","750804","경상북도 영주시 풍기읍 창락리 430","경상북도 영주시 풍기읍 죽령로 1400","750804","소백산풍기온천리조트","20220928210852","U","2022-09-30 02:40:00.0","","331806.6377461","377337.78633485","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 유기기구 2종","0","Y","Y","Y","Y","","","0","","","","0",
"14","일반유원시설업","03_07_09_P","5130000","CDFI5271002010000003","20100805","","02","휴업","02","휴업","","20190701","20200630","","053-811-1700","","712882","경상북도 경산시 남천면 금곡리 668-14번지","경상북도 경산시 남천면 남천로 305-61","38696","경산스파월드","20191120092143","U","2019-11-22 02:40:00.0","","356929.17840946","252553.184518251","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","1종","","Y","","Y","Y","","","","","","","",
"15","일반유원시설업","03_07_09_P","5110000","CDFI5271002003000001","20030419","","02","휴업","02","휴업","","20210401","20220331","","","","742961","경상북도 상주시 사벌국면 삼덕리 3-3","","","경천대어린이랜드","20210426110101","U","2021-04-28 02:40:00.0","","","","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"16","일반유원시설업","03_07_09_P","4710000","CDFI5271002008000001","20080114","","02","휴업","02","휴업","","20210701","20211130","","548-3001","","576962","전라북도 김제시 금산면 금산리 79-10","전라북도 김제시 금산면 모악로 476-39","54343","모악랜드","20210701162943","U","2021-07-03 02:40:00.0","","203999.551892","246091.111522","허가유원시설업","유원시설업","관리지역","2","기타","","","유기장","2","","","","","","","","","","","","","12035","미니바이킹, 회전목마, 스윙거, 바이킹, 미니회전컵, 점핑스마일, 레이스카, 개구리점프(미니타워), 우주전투기","","Y","Y","Y","Y","","","","","","","12035",
"17","일반유원시설업","03_07_09_P","4710000","CDFI5271002014000001","20141205","","02","휴업","02","휴업","","20200824","20211231","","546-0200","","576800","전라북도 김제시 검산동 912-43","전라북도 김제시 승암길 13 (검산동)","54376","오투아일랜드","20210525090311","U","2021-05-27 02:40:00.0","","190936.075499","256068.527585","허가유원시설업","","자연녹지지역","","기타","","","문화시설","","","","","","","","","","","","","","","유수풀, 실내아쿠아플레이","","Y","Y","Y","Y","","","","","","","",
"18","일반유원시설업","03_07_09_P","4690000","CDFI5271002015000001","20150710","","02","휴업","02","휴업","","20220822","20230630","","063-538-9388","","580941","전라북도 정읍시 칠보면 무성리 1017-1","전라북도 정읍시 칠보면 칠보산로 1555","56130","칠보물테마유원지","20220822133135","U","2022-08-24 02:40:00.0","","198496.299673","234192.887447","허가유원시설업","","자연녹지지역","2","","","","문화시설","2","0","0","0","","","0","0","","0","0","","0","0","바디슬라이드 1, 미니워터농구 1, 미니워터슬라이드 1","3","Y","Y","Y","Y","","","0","","","","0",
"19","일반유원시설업","03_07_09_P","4670000","CDFI5271002008000002","20080314","","02","휴업","02","휴업","","20220707","20240706","","","","573843","전라북도 군산시 성산면 성덕리 430-17","전라북도 군산시 성산면 철새로 53","","금강랜드","20220707125943","U","2022-07-09 02:40:00.0","","178166.393453","279577.232027","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","15종","","Y","","N","","","","","","","","",
"20","일반유원시설업","03_07_09_P","4670000","CDFI5271002016000002","20160707","","02","휴업","02","휴업","","20160826","20170701","","063-464-5593","","","전라북도 군산시 소룡동 1666","전라북도 군산시 해망로 546-10 (소룡동)","54008","군산 야외 수영장","20220428092225","U","2022-04-30 02:40:00.0","","171286.833474","275945.400267","허가유원시설업","","준공업지역","1","학교정화(상대)","","","체육시설","0","0","0","0","","","0","0","","0","0","","0","0","","3","Y","Y","Y","Y","","","0","","","","0",
"21","일반유원시설업","03_07_09_P","4050000","CDFI5271002013000001","20130612","","02","휴업","02","휴업","","20220829","20230630","","031-335-1118","","449060","경기도 용인시 처인구 삼가동 421-11","","","로만바스","20220919104309","U","2022-09-21 02:40:00.0","","213785.659326237","414515.061574148","허가유원시설업","","자연녹지지역","","기타","","","체육시설","","","","","","","","","","","","","","","5종(파도풀, 튜브슬라이드, 바디슬라이드, 스페이스보올, 비치보트슬라이드)","","Y","","Y","Y","","","","","","","",
"22","일반유원시설업","03_07_09_P","4050000","CDFI5271002013000002","20130612","","02","휴업","02","휴업","","20190902","20230716","","031-329-9514","","449821","경기도 용인시 처인구 양지면 남곡리 18-1","경기도 용인시 처인구 양지면 남평로 112","17164","아쿠아 펀","20220621153834","U","2022-06-23 02:40:00.0","","226308.274548414","412120.925798783","허가유원시설업","","자연녹지지역","","기타","","","체육시설","","","","","","","","","","","","","","","9종","","Y","","Y","Y","","","","","","","",
"23","일반유원시설업","03_07_09_P","4180000","CDFI5271002019000002","20190627","","02","휴업","02","휴업","","20220601","20220930","","","","","강원도 춘천시 남산면 방하리 256","강원도 춘천시 남산면 방하로 579","24464","원코리아 수상레저클럽","20220708085719","U","2022-07-10 02:40:00.0","","246790.197301459","475833.247323919","허가유원시설업","","관리지역","","","","","","","","","","","","","","","","","","","","2종 2개","","Y","Y","Y","Y","","","","","","","",
"24","일반유원시설업","03_07_09_P","3350000","CDFI5271002018000001","20180626","","02","휴업","02","휴업","","20220701","20230630","","051-550-1601,1425","","","부산광역시 금정구 두구동 1641 금정체육공원","부산광역시 금정구 체육공원로399번길 324, 금정체육공원 (두구동)","46207","부산지방공단스포원","20220706182510","U","2022-07-08 02:40:00.0","","391435.914412022","201165.165866207","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","일반유원시설업","03_07_09_P","6520000","CDFI5271002009000003","20091014","","02","휴업","02","휴업","","20220501","20230430","","064)739-1930","","697110","제주특별자치도 서귀포시 법환동 914","","","(주)아쿠아랜드","20220509175723","U","2022-05-11 02:40:00.0","","154166.130335","-27615.1899715","허가유원시설업","","자연녹지지역","1","기타","","","체육시설","1","","","","","","","","","","","","","3916.92","5종(튜브슬라이드,바디슬라이드,유수풀,파도풀,플라이그라운드)","5","Y","","Y","Y","","","","","","","3917",
"26","일반유원시설업","03_07_09_P","6520000","CDFI5271002009000001","20090212","","02","휴업","02","휴업","","20210101","20211231","","064)739-7707","","697110","제주특별자치도 서귀포시 법환동 914","","","피오디코리아(주)","20210304171336","U","2021-03-06 02:40:00.0","","154166.130335","-27615.1899715","허가유원시설업","유원시설업","자연녹지지역","2","기타","","","환경위생시설","2","","","","","","","","","","","","","870.6","1종(4-D시뮬레이터)","","Y","N","Y","Y","","","","","","","871",
"27","일반유원시설업","03_07_09_P","6520000","CDFI5271002017000003","20170927","","02","휴업","02","휴업","","20220816","20230630","","064-764-0181","","","제주특별자치도 서귀포시 남원읍 남원리 91-6","제주특별자치도 서귀포시 남원읍 남태해안로 140 (남원올레탐방안내센터)","63621","남원용암해수풀장","20220905160443","U","2022-09-07 02:40:00.0","","173806.860472","-24212.2940286","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"28","일반유원시설업","03_07_09_P","6520000","CDFI5271002014000001","20140421","","02","휴업","02","휴업","","20200820","20230819","","780-0312","","699911","제주특별자치도 서귀포시 표선면 가시리 3839","제주특별자치도 서귀포시 표선면 녹산로 679-11","63622","대한항공 정석비행장","20200826190742","U","2020-08-28 02:40:00.0","","173241.991353","-11412.3636097","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"29","일반유원시설업","03_07_09_P","6520000","CDFI5271002018000002","20180628","","02","휴업","02","휴업","","20220901","20230630","","064-738-9360","","","제주특별자치도 서귀포시 색달동 2137-6","제주특별자치도 서귀포시 색달로 25 (색달동)","63534","생수천생태문화공원","20220908124228","U","2022-09-10 02:40:00.0","","144561.38512","-26031.5190646","허가유원시설업","","자연녹지지역","","","","","","","","","","","","","","","","","","","","검사대상 1종 1대, 확인검사대상 1종 2대","","Y","Y","","Y","","","","","","","",
"30","일반유원시설업","03_07_09_P","4950000","CDFI5271002019000001","20190712","","02","휴업","02","휴업","","","","","061-450-5632","","","전라남도 무안군 해제면 유월리 1","전라남도 무안군 해제면 만송로 36","58504","무안생태갯벌사업소","20210616173918","U","2021-06-18 02:40:00.0","","139176.186419","178322.280235","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","안전검사 대상 유기시설 또는 유기기구 1종","1","Y","","Y","Y","","","","","","","",
"31","일반유원시설업","03_07_09_P","6510000","CDFI5271002019000002","20191127","","02","휴업","02","휴업","","20211117","20221231","","064-901-8588","","","제주특별자치도 제주시 애월읍 하귀2리 2669","제주특별자치도 제주시 애월읍 가문동상4길 5","63050","하늘만큼 땅만큼","20211117173314","U","2021-11-19 02:40:00.0","","143614.459989","-1293.88087563","허가유원시설업","","자연녹지지역","","기타","","","근린생활시설","","","","","","","","","","","","","","","안전관리자교육이수(20.06.12.)","","Y","","","Y","","","","","","","",
"32","일반유원시설업","03_07_09_P","4840000","CDFI5271002018000001","20180718","","02","휴업","02","휴업","","20220823","20230715","","061 760 3101","","","전라남도 광양시 옥룡면 동곡리 4 광양제철수련원","전라남도 광양시 옥룡면 약수제단길 154, 광양제철수련원","57703","포스코백운산수련원","20220825163732","U","2022-08-27 02:40:00.0","","257542.411337","174646.892764","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","14168","바디슬라이드 1종, 튜브슬라이드 1종, 수중모험놀이 1종","","Y","","Y","Y","","","","","","","14168",
"33","일반유원시설업","03_07_09_P","4870000","CDFI5271002006000001","20060628","","02","휴업","02","휴업","","","","","","","542853","전라남도 구례군 마산면 황전리 520번지","","","파크랜드","20160921131501","I","2018-08-31 23:59:59.0","","244429.808829","193874.637141","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"34","일반유원시설업","03_07_09_P","4950000","CDFI5271002017000001","20170712","","02","휴업","02","휴업","","20220822","20230530","","061-287-5575","","","전라남도 무안군 일로읍 복룡리 269-1","전라남도 무안군 일로읍 백련로 527 (백련모텔리조트)","58571","백련 캠핑장(동원 캠핑장)","20220929091553","U","2022-10-01 02:40:00.0","","157345.706254","151835.026163","허가유원시설업","","관리지역","0","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","0","3종 : 원통형슬라이드(바디슬라이드), 직선형슬라이드1(직선슬라이드), 직선형슬라이드2(직선슬라이드)","0","Y","Y","","Y","","","0","","","","0",
"35","일반유원시설업","03_07_09_P","4960000","CDFI5271002018000001","20180712","","02","휴업","02","휴업","","20220702","20230701","","061-320-1642","","","전라남도 함평군 함평읍 석성리 560-14","","","돌머리 어린이 물놀이장","20220719142027","U","2022-07-21 02:40:00.0","","148667.680411","176473.658212","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","와이드슬라이드1 , 컴팩트슬라이드1","","Y","","","Y","","","","","","","",
"36","일반유원시설업","03_07_09_P","4810000","CDFI5271002008000002","20080723","","02","휴업","02","휴업","","20201115","20210630","","1588-0377","","555060","전라남도 여수시 소호동 923","전라남도 여수시 소호로 295 (소호동)","59670","주식회사에이치제이매그놀리아용평디오션호텔앤리조트","20201215201204","U","2020-12-17 02:40:00.0","","258834.536157","137421.043101","허가유원시설업","유원시설업","자연녹지지역","5","기타","","","환경위생시설","4","1","","","","","","","","","","","","28567","","","Y","","Y","Y","","","","","","","28567",
"37","일반유원시설업","03_07_09_P","4920000","CDFI5271002016000001","20160729","","02","휴업","02","휴업","","20220708","20250707","","061-433-6262","","","전라남도 강진군 도암면 학장리 83-11","전라남도 강진군 도암면 해안관광로 1365 (강진베이스볼파크)","59251","(주)티에스파워텍","20220707180502","U","2022-07-09 02:40:00.0","","178372.580332","117996.254167","허가유원시설업","","관리지역","1","기타","","","숙박시설","1","","","","","","","","","","","","","746.84","","","Y","","Y","Y","","","","","","","747",
"38","일반유원시설업","03_07_09_P","4970000","CDFI5271002016000001","20160719","","02","휴업","02","휴업","","20220701","20230630","","061-356-1020","","","전라남도 영광군 홍농읍 계마리 799-1","전라남도 영광군 홍농읍 가마미로 341-6","57000","가마미물놀이장","20220722163652","U","2022-07-24 02:40:00.0","","146195.543378","211136.295197","허가유원시설업","","자연녹지지역","1","기타","","","","1","0","0","0","","","0","0","","0","0","","0","2778","안전검사 대상 유기시설,유기기구 2종 3대 / 안전검사 비대상 유기시설,유기기구 1종 1대","0","","Y","","Y","","","0","","","","2778",
"39","일반유원시설업","03_07_09_P","4950000","CDFI5271002014000001","20140724","","02","휴업","02","휴업","","20220822","20221231","","061-450-5864","","","전라남도 무안군 일로읍 복룡리 243","","","회산백련지 물놀이장","20220914130843","U","2022-09-16 02:40:00.0","","156938.02711","151698.271966","허가유원시설업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종(물놀이조합대, 파도풀)","1","Y","Y","Y","Y","","","0","","","","0",
"40","일반유원시설업","03_07_09_P","4230000","CDFI5271001999000001","19990913","","02","휴업","02","휴업","","20220420","20220602","","636-7771","","217813","강원도 속초시 조양동 1555-1","강원도 속초시 엑스포로 12-36 (조양동)","","하나엑스포랜드","20220421131244","U","2022-04-23 02:40:00.0","","339273.992830162","522212.338273989","허가유원시설업","유원시설업","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","3440","10종","2","Y","N","N","Y","","","0","","","","3440",
"41","일반유원시설업","03_07_09_P","4280000","CDFI5271002013000001","20130522","","02","휴업","02","휴업","","20211026","20221026","","033-335-5757","","","강원도 평창군 대관령면 용산리 130 용평리조트 재미있는 놀이동산","강원도 평창군 대관령면 올림픽로 715, 용평리조트","25352","재미있는 놀이동산","20211112173758","U","2021-11-14 02:40:00.0","","348259.144297645","461699.273918609","허가유원시설업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","","미니바이킹, 미니기차, 스페이스링","","Y","","Y","Y","","","","","","","",
"42","일반유원시설업","03_07_09_P","5440000","CDFI5271002009000001","20090629","","02","휴업","02","휴업","","20200910","20210531","","","","667893","경상남도 하동군 옥종면 정수리 65-1 외2필지","경상남도 하동군 옥종면 세종태실로 581","667893","(주)옥종불소 유황천 워터파크","20200910195837","U","2020-09-12 02:40:00.0","","281208.875978411","184675.075675532","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","4종(튜브슬라이더3종, 유수풀1종)","4","Y","","Y","Y","","","","","","","",
"43","일반유원시설업","03_07_09_P","5340000","CDFI5271002009000001","20090604","","02","휴업","02","휴업","","20220511","20221231","","055-853-7600","","","경상남도 사천시 곤명면 신흥리 1-11","경상남도 사천시 곤명면 경서대로 3642","52502","진양호캐리비안","20220511163439","U","2022-05-13 02:40:00.0","","290819.568823215","182661.60023846","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","1615","안전성검사대상 유기기구 2종3대(튜브슬라이더,유수풀)","","Y","Y","Y","Y","","","","","","","1615",
"44","일반유원시설업","03_07_09_P","5340000","CDFI5271002009000002","20090720","","02","휴업","02","휴업","","20220701","20230630","","055-832-9800","","664220","경상남도 사천시 향촌동 724-43","경상남도 사천시 남일대길 70 (향촌동)","664220","(주)남일대리조트","20220705150642","U","2022-07-07 02:40:00.0","","300043.586794848","159395.687214773","허가유원시설업","","자연녹지지역","0","기타","","","호텔","0","0","0","0","","","0","0","","0","0","","0","2171","허가전검사 2종2대","0","Y","Y","Y","Y","","","0","","","","2171",
"45","일반유원시설업","03_07_09_P","5340000","CDFI5271002015000001","20150630","","02","휴업","02","휴업","","20220928","20230831","","055-850-1520","","664953","경상남도 사천시 용현면 선진리 252-1","경상남도 사천시 용현면 청골길 126","52537","(주)사천온천랜드앤관광호텔 워터파크","20220930095011","U","2022-10-02 02:40:00.0","","296213.189137209","172752.269909001","허가유원시설업","","","","","","","","","","","","","","","","","","","","","2290","검사대상(유수풀 1대), 비검사대상(미니슬라이드 1대)","","Y","","Y","Y","","","","","","","2290",
"46","일반유원시설업","03_07_09_P","5410000","CDFI5271002016000001","20160408","","02","휴업","02","휴업","","20220315","20230301","","055-526-1331","","","경상남도 창녕군 남지읍 남지리 663-7","경상남도 창녕군 남지읍 낙동로 483","50359","낙동강남지유채마을협동조합","20220316171633","U","2022-03-18 02:40:00.0","","334131.423147499","210948.675845096","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","4대","","","","","","","","","","","","",
"47","일반유원시설업","03_07_09_P","5380000","CDFI5271002018000001","20180629","","02","휴업","02","휴업","","20220706","20220930","","055-379-8142","","","경상남도 양산시 원동면 대리 1040-1 에덴밸리리조트","경상남도 양산시 원동면 어실로 1206, 에덴밸리리조트","50584","에덴밸리 루지","20220706172814","U","2022-07-08 02:40:00.0","","380136.750273459","216381.890943707","허가유원시설업","","자연녹지지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","27251","안전성검사 기구 1종 200대","0","Y","Y","Y","Y","","","0","","","","27251",
"48","일반유원시설업","03_07_09_P","4330000","CDFI5271002010000001","20100430","","02","휴업","02","휴업","","20220829","20230701","","033-461-0141","","252805","강원도 인제군 인제읍 남북리 815","강원도 인제군 인제읍 비봉로44번길 81","24624","인제 나르샤파크","20220830142121","U","2022-09-01 02:40:00.0","","302432.122574999","507037.056814278","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"49","일반유원시설업","03_07_09_P","3480000","CDFI5271002004000001","20040504","","02","휴업","02","휴업","","20220101","20221231","","053)767-6300","","711860","대구광역시 달성군 가창면 용계리 534-1","대구광역시 달성군 가창면 가창로 1003","711860","허브랜드 주식회사","20220127091516","U","2022-01-29 02:40:00.0","","346876.099778","255998.649989","허가유원시설업","유원시설업","자연녹지지역","","기타","","","","1","","","","","","","","","","","","","","9종 9대(안전성검사 대상 유기기구), 12종 12대(안전성검사 비대상 유기기구)","","Y","Y","Y","Y","","","","","","","",
"50","일반유원시설업","03_07_09_P","5530000","CDFI5271002009000001","20090422","","02","휴업","02","휴업","","20220101","20221231","","1577-5752","","445913","경기도 화성시 팔탄면 율암리 483-26","경기도 화성시 팔탄면 시청로 888","18529","하피랜드","20220105102842","U","2022-01-07 02:40:00.0","","190068.210203422","407388.509142827","허가유원시설업","","","4","","","","근린생활시설","2","2","0","0","","","0","0","","0","0","","0","2870.78","안전성검사대상 3종(바디슬라이드,유수풀,아쿠아플레이) / 차기안전성검사(~2021.02.13.)","0","Y","Y","Y","Y","","","0","","","","2871",
"51","일반유원시설업","03_07_09_P","4680000","CDFI5271001994000001","19941223","","02","휴업","02","휴업","","20051013","20051231","","","","570991","전라북도 익산시 창인동1가 152-24번지","전라북도 익산시 중앙로5길 17-4  (창인동1가)","","송원훼미리랜드","20051024181741","I","2018-08-31 23:59:59.0","","195563.87732700000","271479.91793500000","허가유원시설업","유원시설업","","6","","","","","","","","","","","","","","","","","","582.91","","","N","N","N","N","","","","","","","583",
"52","일반유원시설업","03_07_09_P","4260000","CDFI5271002020000001","20200710","","02","휴업","02","휴업","","20201222","20210430","","0333403000","","","강원도 횡성군 둔내면 두원리 204 웰리힐리파크","강원도 횡성군 둔내면 고원로 451, 웰리힐리파크","25263","웰리힐리파크 워터플래닛","20210428140427","U","2021-04-30 02:40:00.0","","310506.755038668","443916.785022628","허가유원시설업","","관리지역","","기타","","","근린생활시설","2","1","","","","","","","","","","","","","인도어바디슬라이드.유수풀,아쿠아플레이","14","Y","","Y","Y","","","","","","","",
"53","일반유원시설업","03_07_09_P","5600000","CDFI5271002020000002","20200804","","02","휴업","02","휴업","","20220823","20230610","","","","","경기도 포천시 소흘읍 이동교리 193-15 외 1번지(산3-1)","경기도 포천시 소흘읍 태봉로63번길 81","11184","송우관광농원(페리아도워터파크)","20220823090118","U","2022-08-25 02:40:00.0","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","허가대상시설 3종3대[토랜트리버 1대, 조합물놀이대(어린이) 1대, 조합물놀이대(유아) 1대]","0","Y","","","Y","","","0","","","","0",
